city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population,estimated_population_2019,is_last,order_for_place,place_type,state
Ascurra,4201703,2116,26522.93808,2022-02-17,0.0061,13,7978.0,7934.0,True,599,city,SC
Atalanta,4201802,791,24757.43349,2022-02-17,0.0139,11,3195.0,3210.0,True,610,city,SC
Aurora,4201901,1352,23790.25163,2022-02-17,0.0148,20,5683.0,5679.0,True,648,city,SC
Balneário Arroio do Silva,4201950,2956,22010.42442,2022-02-17,0.021,62,13430.0,13071.0,True,663,city,SC
Balneário Barra do Sul,4202057,2024,18341.64024,2022-02-17,0.0247,50,11035.0,10795.0,True,633,city,SC
Balneário Camboriú,4202008,33983,23308.59557,2022-02-17,0.0139,473,145796.0,142295.0,True,670,city,SC
Balneário Gaivota,4202073,2695,23934.28064,2022-02-17,0.0145,39,11260.0,10979.0,True,653,city,SC
Balneário Piçarras,4212809,6715,28247.51809,2022-02-17,0.0106,71,23772.0,23147.0,True,648,city,SC
Balneário Rincão,4220000,2242,17318.09053,2022-02-17,0.0241,54,12946.0,12760.0,True,622,city,SC
Bandeirante,4202081,556,20996.97885,2022-02-17,0.0126,7,2648.0,2678.0,True,554,city,SC
Barra Bonita,4202099,387,23440.33919,2022-02-17,0.0052,2,1651.0,1677.0,True,524,city,SC
Barra Velha,4202107,5906,19778.96852,2022-02-17,0.0237,140,29860.0,29168.0,True,648,city,SC
Bela Vista do Toldo,4202131,95,1493.24112,2022-02-17,0.0526,5,6362.0,6337.0,True,588,city,SC
Belmonte,4202156,515,19010.70506,2022-02-17,0.0097,5,2709.0,2706.0,True,562,city,SC
Benedito Novo,4202206,1398,11872.61146,2022-02-17,0.0143,20,11775.0,11652.0,True,625,city,SC
Biguaçu,4202305,15003,21591.39971,2022-02-17,0.012,180,69486.0,68481.0,True,655,city,SC
Blumenau,4202404,80865,22347.34908,2022-02-17,0.0092,747,361855.0,357199.0,True,666,city,SC
Bocaina do Sul,4202438,719,20613.53211,2022-02-17,0.007,5,3488.0,3474.0,True,591,city,SC
Bombinhas,4202453,4373,21504.79469,2022-02-17,0.0167,73,20335.0,19769.0,True,622,city,SC
Bom Jardim da Serra,4202503,958,20075.44007,2022-02-17,0.0084,8,4772.0,4743.0,True,593,city,SC
Bom Jesus,4202537,731,23912.33235,2022-02-17,0.015,11,3057.0,3010.0,True,587,city,SC
Bom Jesus do Oeste,4202578,331,15474.5208,2022-02-17,0.0181,6,2139.0,2142.0,True,546,city,SC
Bom Retiro,4202602,1177,11699.80119,2022-02-17,0.0187,22,10060.0,9966.0,True,577,city,SC
Botuverá,4202701,1437,27001.1274,2022-02-17,0.0084,12,5322.0,5246.0,True,651,city,SC
Braço do Norte,4202800,12128,35801.15716,2022-02-17,0.0097,118,33876.0,33450.0,True,673,city,SC
Braço do Trombudo,4202859,1187,31493.76492,2022-02-17,0.0059,7,3769.0,3743.0,True,587,city,SC
Brunópolis,4202875,612,25844.59459,2022-02-17,0.0147,9,2368.0,2420.0,True,589,city,SC
Brusque,4202909,34891,25340.44114,2022-02-17,0.0097,340,137689.0,134723.0,True,660,city,SC
Caçador,4203006,7900,9960.5361,2022-02-17,0.038,300,79313.0,78595.0,True,648,city,SC
Caibi,4203105,1138,18564.43719,2022-02-17,0.0141,16,6130.0,6148.0,True,600,city,SC
Calmon,4203154,69,2068.96552,2022-02-17,0.1014,7,3335.0,3346.0,True,569,city,SC
Camboriú,4203204,17646,20734.38693,2022-02-17,0.0115,203,85105.0,82989.0,True,663,city,SC
Campo Alegre,4203303,1456,12152.57491,2022-02-17,0.0295,43,11981.0,11978.0,True,622,city,SC
Campo Belo do Sul,4203402,1084,15592.63521,2022-02-17,0.0212,23,6952.0,7016.0,True,557,city,SC
Campo Erê,4203501,2020,23996.19862,2022-02-17,0.0114,23,8418.0,8526.0,True,622,city,SC
Campos Novos,4203600,7247,19824.37903,2022-02-17,0.0179,130,36556.0,36244.0,True,609,city,SC
Canelinha,4203709,2026,16341.34538,2022-02-17,0.0104,21,12398.0,12240.0,True,663,city,SC
Canoinhas,4203808,9983,18324.15565,2022-02-17,0.0129,129,54480.0,54401.0,True,621,city,SC
Capão Alto,4203253,295,11818.91026,2022-02-17,0.0068,2,2496.0,2525.0,True,558,city,SC
Capinzal,4203907,6635,28803.99392,2022-02-17,0.0084,56,23035.0,22848.0,True,604,city,SC
Capivari de Baixo,4203956,6080,24149.0249,2022-02-17,0.0151,92,25177.0,24871.0,True,644,city,SC
Catanduvas,4204004,2887,26283.68536,2022-02-17,0.0114,33,10984.0,10861.0,True,639,city,SC
Caxambu do Sul,4204103,1013,28527.17544,2022-02-17,0.0128,13,3551.0,3642.0,True,624,city,SC
Celso Ramos,4204152,731,26884.88415,2022-02-17,0.0096,7,2719.0,2728.0,True,567,city,SC
Cerro Negro,4204178,304,9908.73533,2022-02-17,0.0132,4,3068.0,3124.0,True,544,city,SC
Chapadão do Lageado,4204194,627,20858.28343,2022-02-17,0.0096,6,3006.0,2988.0,True,544,city,SC
Chapecó,4204202,57425,25634.67299,2022-02-17,0.0143,823,224013.0,220367.0,True,668,city,SC
Cocal do Sul,4204251,4668,27751.0255,2022-02-17,0.0141,66,16821.0,16684.0,True,648,city,SC
Concórdia,4204301,19860,26421.16886,2022-02-17,0.0121,240,75167.0,74641.0,True,641,city,SC
Cordilheira Alta,4204350,915,20243.36283,2022-02-17,0.0087,8,4520.0,4453.0,True,613,city,SC
Coronel Freitas,4204400,2370,23843.05835,2022-02-17,0.0131,31,9940.0,9981.0,True,619,city,SC
Coronel Martins,4204459,369,14442.27006,2022-02-17,0.0081,3,2555.0,2549.0,True,594,city,SC
Correia Pinto,4204558,3054,24328.84569,2022-02-17,0.0196,60,12553.0,12795.0,True,593,city,SC
Corupá,4204509,2321,14409.8839,2022-02-17,0.0181,42,16107.0,15909.0,True,604,city,SC
Criciúma,4204608,49403,22733.77786,2022-02-17,0.0141,695,217311.0,215186.0,True,668,city,SC
Cunha Porã,4204707,1643,14777.83774,2022-02-17,0.0164,27,11118.0,11086.0,True,622,city,SC
Cunhataí,4204756,199,10116.92933,2022-02-17,0.0101,2,1967.0,1962.0,True,596,city,SC
Curitibanos,4204806,8528,21377.18397,2022-02-17,0.0239,204,39893.0,39745.0,True,601,city,SC
Descanso,4204905,1403,17126.46484,2022-02-17,0.0135,19,8192.0,8250.0,True,599,city,SC
Dionísio Cerqueira,4205001,2896,18629.7845,2022-02-17,0.0186,54,15545.0,15498.0,True,604,city,SC
Dona Emma,4205100,872,20831.34257,2022-02-17,0.0069,6,4186.0,4146.0,True,596,city,SC
Doutor Pedrinho,4205159,588,14289.18591,2022-02-17,0.0102,6,4115.0,4064.0,True,598,city,SC
Entre Rios,4205175,939,29179.61467,2022-02-17,0.0106,10,3218.0,3203.0,True,613,city,SC
Ermo,4205191,514,24939.34983,2022-02-17,0.0117,6,2061.0,2063.0,True,590,city,SC
Erval Velho,4205209,1396,31598.00815,2022-02-17,0.0093,13,4418.0,4412.0,True,592,city,SC
Faxinal dos Guedes,4205308,3003,28199.83097,2022-02-17,0.0143,43,10649.0,10667.0,True,630,city,SC
Flor do Sertão,4205357,257,16276.12413,2022-02-17,0.0,0,1579.0,1582.0,True,578,city,SC
Florianópolis,4205407,117005,22995.09066,2022-02-17,0.0103,1201,508826.0,500973.0,True,676,city,SC
Formosa do Sul,4205431,496,19879.75952,2022-02-17,0.0161,8,2495.0,2510.0,True,560,city,SC
Forquilhinha,4205456,7693,28271.65485,2022-02-17,0.0083,64,27211.0,26793.0,True,649,city,SC
Fraiburgo,4205506,5941,16239.3396,2022-02-17,0.0212,126,36584.0,36443.0,True,629,city,SC
Frei Rogério,4205555,590,29949.23858,2022-02-17,0.0186,11,1970.0,2023.0,True,562,city,SC
Galvão,4205605,561,20100.32247,2022-02-17,0.0214,12,2791.0,2873.0,True,595,city,SC
Garopaba,4205704,5086,21570.04114,2022-02-17,0.0104,53,23579.0,23078.0,True,648,city,SC
Garuva,4205803,3355,18150.83315,2022-02-17,0.0104,35,18484.0,18145.0,True,627,city,SC
Gaspar,4205902,12719,17966.46561,2022-02-17,0.016,204,70793.0,69639.0,True,665,city,SC
Governador Celso Ramos,4206009,3959,27105.29919,2022-02-17,0.0083,33,14606.0,14471.0,True,654,city,SC
Grão Pará,4206108,1989,30159.21152,2022-02-17,0.0075,15,6595.0,6569.0,True,623,city,SC
Gravatal,4206207,2618,22613.80323,2022-02-17,0.0202,53,11577.0,11501.0,True,667,city,SC
Guabiruba,4206306,4363,17894.34829,2022-02-17,0.0119,52,24382.0,23832.0,True,649,city,SC
Guaraciaba,4206405,2251,22451.62577,2022-02-17,0.0147,33,10026.0,10090.0,True,597,city,SC
Guaramirim,4206504,8898,19429.22025,2022-02-17,0.0118,105,45797.0,44819.0,True,648,city,SC
Guarujá do Sul,4206603,834,16106.60487,2022-02-17,0.0132,11,5178.0,5160.0,True,579,city,SC
Guatambú,4206652,1239,26372.92465,2022-02-17,0.0161,20,4698.0,4704.0,True,622,city,SC
Herval d'Oeste,4206702,5674,24980.18843,2022-02-17,0.0122,69,22714.0,22606.0,True,639,city,SC
Ibiam,4206751,325,16632.54862,2022-02-17,0.0123,4,1954.0,1957.0,True,562,city,SC
Ibicaré,4206801,627,19729.38955,2022-02-17,0.0144,9,3178.0,3202.0,True,627,city,SC
Ibirama,4206900,2571,13463.55258,2022-02-17,0.0156,40,19096.0,18950.0,True,630,city,SC
Içara,4207007,9643,16844.55081,2022-02-17,0.0155,149,57247.0,56421.0,True,665,city,SC
Ilhota,4207106,2414,16811.75569,2022-02-17,0.0162,39,14359.0,14184.0,True,640,city,SC
Imaruí,4207205,1161,11670.68758,2022-02-17,0.0215,25,9948.0,10135.0,True,580,city,SC
Imbituba,4207304,7833,17296.7363,2022-02-17,0.0154,121,45286.0,44853.0,True,668,city,SC
Imbuia,4207403,878,14068.25829,2022-02-17,0.0125,11,6241.0,6197.0,True,608,city,SC
Importados/Indefinidos,,0,,2022-02-17,0.0,0,,,True,663,city,SC
Indaial,4207502,13388,18882.93371,2022-02-17,0.0108,145,70900.0,69425.0,True,659,city,SC
Iomerê,4207577,565,19074.94936,2022-02-17,0.0195,11,2962.0,2945.0,True,569,city,SC
Ipira,4207601,579,13141.17113,2022-02-17,0.0121,7,4406.0,4446.0,True,622,city,SC
Iporã do Oeste,4207650,894,9883.91376,2022-02-17,0.0179,16,9045.0,8996.0,True,586,city,SC
Ipuaçu,4207684,1286,16967.93772,2022-02-17,0.014,18,7579.0,7514.0,True,610,city,SC
Ipumirim,4207700,913,11981.6273,2022-02-17,0.012,11,7620.0,7593.0,True,644,city,SC
Iraceminha,4207759,643,16328.08532,2022-02-17,0.0078,5,3938.0,3976.0,True,580,city,SC
Irani,4207809,1917,18260.62107,2022-02-17,0.0115,22,10498.0,10419.0,True,637,city,SC
Irati,4207858,436,22839.18282,2022-02-17,0.0183,8,1909.0,1930.0,True,654,city,SC
Irineópolis,4207908,1203,10656.39118,2022-02-17,0.0125,15,11289.0,11222.0,True,558,city,SC
Itá,4208005,1703,27785.93572,2022-02-17,0.0153,26,6129.0,6169.0,True,631,city,SC
Itaiópolis,4208104,3834,17603.30579,2022-02-17,0.0149,57,21780.0,21669.0,True,640,city,SC
Itajaí,4208203,47995,21511.61748,2022-02-17,0.0175,842,223112.0,219536.0,True,667,city,SC
Itapema,4208302,19745,29322.22519,2022-02-17,0.0139,275,67338.0,65312.0,True,662,city,SC
Itapiranga,4208401,2648,15570.05939,2022-02-17,0.0076,20,17007.0,16872.0,True,653,city,SC
Itapoá,4208450,4776,22552.76951,2022-02-17,0.0165,79,21177.0,20576.0,True,605,city,SC
Ituporanga,4208500,4886,19270.36088,2022-02-17,0.0149,73,25355.0,25086.0,True,645,city,SC
Jaborá,4208609,1056,26952.5268,2022-02-17,0.0104,11,3918.0,3936.0,True,634,city,SC
Jacinto Machado,4208708,2405,23178.48882,2022-02-17,0.0166,40,10376.0,10416.0,True,615,city,SC
Jaguaruna,4208807,4249,20943.41483,2022-02-17,0.0151,64,20288.0,20024.0,True,667,city,SC
Jaraguá do Sul,4208906,43587,24058.2206,2022-02-17,0.0103,448,181173.0,177697.0,True,668,city,SC
Jardinópolis,4208955,549,35510.99612,2022-02-17,0.0091,5,1546.0,1570.0,True,591,city,SC
Joaçaba,4209003,9060,29798.7107,2022-02-17,0.0088,80,30404.0,30118.0,True,655,city,SC
Joinville,4209102,154982,25931.55283,2022-02-17,0.0141,2192,597658.0,590466.0,True,675,city,SC
José Boiteux,4209151,862,17215.89774,2022-02-17,0.0128,11,5007.0,4997.0,True,599,city,SC
Jupiá,4209177,312,14913.95793,2022-02-17,0.0192,6,2092.0,2101.0,True,604,city,SC
Lacerdópolis,4209201,690,30707.61015,2022-02-17,0.0058,4,2247.0,2246.0,True,573,city,SC
Lages,4209300,38763,24635.04693,2022-02-17,0.0146,567,157349.0,157544.0,True,666,city,SC
Laguna,4209409,8652,18758.94367,2022-02-17,0.0195,169,46122.0,45814.0,True,664,city,SC
Lajeado Grande,4209458,426,30042.31312,2022-02-17,0.0117,5,1418.0,1427.0,True,602,city,SC
Laurentino,4209508,1579,22355.9394,2022-02-17,0.007,11,7063.0,6970.0,True,599,city,SC
Lauro Müller,4209607,3101,20250.76732,2022-02-17,0.02,62,15313.0,15244.0,True,627,city,SC
Lebon Régis,4209706,1657,13677.2596,2022-02-17,0.0398,66,12115.0,12107.0,True,579,city,SC
Leoberto Leal,4209805,686,22866.66667,2022-02-17,0.0029,2,3000.0,3041.0,True,553,city,SC
Lindóia do Sul,4209854,1217,26770.78751,2022-02-17,0.0099,12,4546.0,4563.0,True,641,city,SC
Lontras,4209904,1806,14665.04263,2022-02-17,0.015,27,12315.0,12130.0,True,601,city,SC
Luiz Alves,4210001,2931,22362.09659,2022-02-17,0.0051,15,13107.0,12859.0,True,617,city,SC
Luzerna,4210035,1412,24841.6608,2022-02-17,0.0113,16,5684.0,5685.0,True,612,city,SC
Macieira,4210050,331,18742.92186,2022-02-17,0.0181,6,1766.0,1775.0,True,548,city,SC
Mafra,4210100,7503,13265.32416,2022-02-17,0.0187,140,56561.0,56292.0,True,654,city,SC
Major Gercino,4210209,484,14012.73885,2022-02-17,0.0124,6,3454.0,3442.0,True,577,city,SC
Major Vieira,4210308,522,6400.19617,2022-02-17,0.0115,6,8156.0,8103.0,True,579,city,SC
Maracajá,4210407,1863,25250.74546,2022-02-17,0.0129,24,7378.0,7293.0,True,629,city,SC
Maravilha,4210506,7521,28798.43774,2022-02-17,0.01,75,26116.0,25762.0,True,616,city,SC
Marema,4210555,398,22742.85714,2022-02-17,0.0327,13,1750.0,1797.0,True,604,city,SC
Massaranduba,4210605,3393,19813.13869,2022-02-17,0.0071,24,17125.0,16916.0,True,648,city,SC
Matos Costa,4210704,217,8750.0,2022-02-17,0.0138,3,2480.0,2520.0,True,538,city,SC
Meleiro,4210803,1734,24767.8903,2022-02-17,0.0144,25,7001.0,7015.0,True,640,city,SC
Mirim Doce,4210852,448,19623.30267,2022-02-17,0.0201,9,2283.0,2309.0,True,590,city,SC
Modelo,4210902,646,15315.31532,2022-02-17,0.0186,12,4218.0,4209.0,True,592,city,SC
Mondaí,4211009,1348,11338.21179,2022-02-17,0.0089,12,11889.0,11742.0,True,614,city,SC
Monte Carlo,4211058,1630,16454.67393,2022-02-17,0.0288,47,9906.0,9866.0,True,604,city,SC
Monte Castelo,4211108,1329,16072.07643,2022-02-17,0.0181,24,8269.0,8275.0,True,606,city,SC
Morro da Fumaça,4211207,5098,28405.8617,2022-02-17,0.0096,49,17947.0,17796.0,True,654,city,SC
Morro Grande,4211256,908,31440.44321,2022-02-17,0.0077,7,2888.0,2893.0,True,614,city,SC
Navegantes,4211306,14701,17579.46093,2022-02-17,0.0155,228,83626.0,81475.0,True,668,city,SC
Nova Erechim,4211405,799,15691.28044,2022-02-17,0.0138,11,5092.0,5019.0,True,625,city,SC
Nova Itaberaba,4211454,541,12497.1125,2022-02-17,0.0092,5,4329.0,4331.0,True,608,city,SC
Nova Trento,4211504,3169,21438.23569,2022-02-17,0.0073,23,14782.0,14549.0,True,647,city,SC
Nova Veneza,4211603,3796,24742.53683,2022-02-17,0.0095,36,15342.0,15166.0,True,641,city,SC
Novo Horizonte,4211652,546,22712.14642,2022-02-17,0.0,0,2404.0,2442.0,True,546,city,SC
Orleans,4211702,6801,29520.79174,2022-02-17,0.014,95,23038.0,22912.0,True,648,city,SC
Otacílio Costa,4211751,5503,29001.31752,2022-02-17,0.0124,68,18975.0,18744.0,True,598,city,SC
Ouro,4211801,2204,30308.0308,2022-02-17,0.0095,21,7272.0,7295.0,True,625,city,SC
Ouro Verde,4211850,608,27548.70865,2022-02-17,0.0214,13,2207.0,2217.0,True,579,city,SC
Paial,4211876,391,26526.45862,2022-02-17,0.0102,4,1474.0,1505.0,True,624,city,SC
Painel,4211892,309,13115.44992,2022-02-17,0.0194,6,2356.0,2359.0,True,569,city,SC
Palhoça,4211900,39341,22445.68442,2022-02-17,0.0099,389,175272.0,171797.0,True,654,city,SC
Palma Sola,4212007,1580,21432.4471,2022-02-17,0.0108,17,7372.0,7423.0,True,638,city,SC
Palmeira,4212056,641,24188.67925,2022-02-17,0.0078,5,2650.0,2627.0,True,605,city,SC
Palmitos,4212106,3055,18908.21316,2022-02-17,0.0209,64,16157.0,16169.0,True,629,city,SC
Papanduva,4212205,1996,10277.00546,2022-02-17,0.0245,49,19422.0,19320.0,True,660,city,SC
Paraíso,4212239,336,10000.0,2022-02-17,0.0208,7,3360.0,3437.0,True,592,city,SC
Passo de Torres,4212254,2071,22889.03625,2022-02-17,0.0164,34,9048.0,8823.0,True,623,city,SC
Passos Maia,4212270,497,12095.40034,2022-02-17,0.0262,13,4109.0,4147.0,True,597,city,SC
Paulo Lopes,4212304,1785,23583.03607,2022-02-17,0.0095,17,7569.0,7494.0,True,655,city,SC
Pedras Grandes,4212403,1052,26612.69922,2022-02-17,0.0219,23,3953.0,3976.0,True,653,city,SC
Penha,4212502,6837,20541.40127,2022-02-17,0.0168,115,33284.0,32531.0,True,640,city,SC
Peritiba,4212601,564,20434.78261,2022-02-17,0.0089,5,2760.0,2787.0,True,632,city,SC
Pescaria Brava,4212650,2269,22334.87548,2022-02-17,0.0115,26,10159.0,10091.0,True,658,city,SC
Petrolândia,4212700,1076,18221.84589,2022-02-17,0.026,28,5905.0,5937.0,True,609,city,SC
Pinhalzinho,4212908,5585,26965.04442,2022-02-17,0.0068,38,20712.0,20313.0,True,623,city,SC
Pinheiro Preto,4213005,766,21301.44605,2022-02-17,0.0117,9,3596.0,3555.0,True,599,city,SC
Piratuba,4213104,759,20267.0227,2022-02-17,0.0145,11,3745.0,3854.0,True,625,city,SC
Planalto Alegre,4213153,442,15304.70914,2022-02-17,0.0317,14,2888.0,2870.0,True,624,city,SC
Pomerode,4213203,8807,25895.3249,2022-02-17,0.0086,76,34010.0,33447.0,True,668,city,SC
Ponte Alta,4213302,879,18903.22581,2022-02-17,0.0171,15,4650.0,4682.0,True,580,city,SC
Ponte Alta do Norte,4213351,362,10584.79532,2022-02-17,0.0249,9,3420.0,3414.0,True,580,city,SC
Ponte Serrada,4213401,1967,16907.34055,2022-02-17,0.03,59,11634.0,11593.0,True,631,city,SC
Porto Belo,4213500,3530,16095.20336,2022-02-17,0.0201,71,21932.0,21388.0,True,665,city,SC
Porto União,4213609,6666,18754.74777,2022-02-17,0.0144,96,35543.0,35398.0,True,623,city,SC
Pouso Redondo,4213708,2520,14227.64228,2022-02-17,0.0171,43,17712.0,17453.0,True,641,city,SC
Praia Grande,4213807,1872,25601.75055,2022-02-17,0.0096,18,7312.0,7319.0,True,617,city,SC
Presidente Castello Branco,4213906,570,36845.50743,2022-02-17,0.007,4,1547.0,1568.0,True,632,city,SC
Presidente Getúlio,4214003,2116,11937.26729,2022-02-17,0.0198,42,17726.0,17471.0,True,599,city,SC
Presidente Nereu,4214102,297,13009.19842,2022-02-17,0.0135,4,2283.0,2287.0,True,550,city,SC
Princesa,4214151,635,21620.7014,2022-02-17,0.0173,11,2937.0,2924.0,True,566,city,SC
Quilombo,4214201,2390,24315.80018,2022-02-17,0.0184,44,9829.0,9887.0,True,609,city,SC
Rancho Queimado,4214300,749,25943.88639,2022-02-17,0.0053,4,2887.0,2878.0,True,674,city,SC
Rio das Antas,4214409,1487,23976.13673,2022-02-17,0.0114,17,6202.0,6205.0,True,577,city,SC
Rio do Campo,4214508,1029,17434.76788,2022-02-17,0.0087,9,5902.0,5940.0,True,578,city,SC
Rio do Oeste,4214607,933,12406.91489,2022-02-17,0.0204,19,7520.0,7489.0,True,617,city,SC
Rio dos Cedros,4214706,1122,9502.03252,2022-02-17,0.025,28,11808.0,11676.0,True,572,city,SC
Rio do Sul,4214805,11656,16187.53993,2022-02-17,0.013,152,72006.0,71061.0,True,644,city,SC
Rio Fortuna,4214904,871,18852.81385,2022-02-17,0.0126,11,4620.0,4611.0,True,625,city,SC
Rio Negrinho,4215000,7377,17359.68938,2022-02-17,0.0179,132,42495.0,42302.0,True,648,city,SC
Rio Rufino,4215059,313,12605.71889,2022-02-17,0.0224,7,2483.0,2483.0,True,648,city,SC
Riqueza,4215075,836,18329.31375,2022-02-17,0.0191,16,4561.0,4598.0,True,603,city,SC
Rodeio,4215109,2465,21250.0,2022-02-17,0.0134,33,11600.0,11551.0,True,622,city,SC
Romelândia,4215208,543,11592.65585,2022-02-17,0.0147,8,4684.0,4786.0,True,587,city,SC
Salete,4215307,1320,17234.62593,2022-02-17,0.0068,9,7659.0,7642.0,True,634,city,SC
Saltinho,4215356,441,11747.46937,2022-02-17,0.0181,8,3754.0,3781.0,True,592,city,SC
Salto Veloso,4215406,1072,22539.94954,2022-02-17,0.0075,8,4756.0,4718.0,True,602,city,SC
Sangão,4215455,2416,18721.4258,2022-02-17,0.0066,16,12905.0,12678.0,True,650,city,SC
Santa Cecília,4215505,2419,14298.38042,2022-02-17,0.0136,33,16918.0,16830.0,True,646,city,SC
Santa Helena,4215554,224,10181.81818,2022-02-17,0.0179,4,2200.0,2223.0,True,629,city,SC
Santa Rosa de Lima,4215604,506,23567.76898,2022-02-17,0.0099,5,2147.0,2142.0,True,650,city,SC
Santa Rosa do Sul,4215653,1961,23406.54094,2022-02-17,0.0148,29,8378.0,8358.0,True,642,city,SC
Santa Terezinha,4215679,898,10235.95121,2022-02-17,0.0078,7,8773.0,8787.0,True,597,city,SC
Santa Terezinha do Progresso,4215687,407,17158.51602,2022-02-17,0.0098,4,2372.0,2428.0,True,588,city,SC
Santiago do Sul,4215695,223,18056.68016,2022-02-17,0.009,2,1235.0,1260.0,True,599,city,SC
Santo Amaro da Imperatriz,4215703,5174,21943.25459,2022-02-17,0.017,88,23579.0,23245.0,True,651,city,SC
São Bento do Sul,4215802,14296,16735.93145,2022-02-17,0.014,200,85421.0,84507.0,True,649,city,SC
São Bernardino,4215752,461,20157.41146,2022-02-17,0.0087,4,2287.0,2336.0,True,628,city,SC
São Bonifácio,4215901,786,27931.76972,2022-02-17,0.0089,7,2814.0,2838.0,True,570,city,SC
São Carlos,4216008,1082,9517.10793,2022-02-17,0.0203,22,11369.0,11281.0,True,619,city,SC
São Cristóvão do Sul,4216057,332,5930.68953,2022-02-17,0.0542,18,5598.0,5549.0,True,573,city,SC
São Domingos,4216107,1470,15581.93767,2022-02-17,0.0156,23,9434.0,9445.0,True,652,city,SC
São Francisco do Sul,4216206,10461,19463.77405,2022-02-17,0.0184,193,53746.0,52721.0,True,660,city,SC
São João Batista,4216305,7713,19990.66947,2022-02-17,0.0139,107,38583.0,37424.0,True,607,city,SC
São João do Itaperiú,4216354,871,23171.05613,2022-02-17,0.0161,14,3759.0,3733.0,True,627,city,SC
São João do Oeste,4216255,813,12699.15651,2022-02-17,0.0111,9,6402.0,6381.0,True,597,city,SC
São João do Sul,4216404,1632,22310.32126,2022-02-17,0.0104,17,7315.0,7297.0,True,604,city,SC
São Joaquim,4216503,5205,19179.04123,2022-02-17,0.0173,90,27139.0,26952.0,True,604,city,SC
São José,4216602,47793,19103.36916,2022-02-17,0.0136,652,250181.0,246586.0,True,669,city,SC
São José do Cedro,4216701,2274,16454.41389,2022-02-17,0.0119,27,13820.0,13829.0,True,605,city,SC
São José do Cerrito,4216800,998,12210.93846,2022-02-17,0.015,15,8173.0,8295.0,True,576,city,SC
São Lourenço do Oeste,4216909,3141,12930.71508,2022-02-17,0.022,69,24291.0,24076.0,True,661,city,SC
São Ludgero,4217006,4526,33157.50916,2022-02-17,0.008,36,13650.0,13410.0,True,663,city,SC
São Martinho,4217105,901,28413.74961,2022-02-17,0.0166,15,3171.0,3180.0,True,628,city,SC
São Miguel da Boa Vista,4217154,347,19203.09906,2022-02-17,0.0231,8,1807.0,1820.0,True,592,city,SC
São Miguel do Oeste,4217204,8440,20651.85475,2022-02-17,0.01,84,40868.0,40482.0,True,623,city,SC
São Pedro de Alcântara,4217253,1017,17135.63606,2022-02-17,0.0157,16,5935.0,5823.0,True,663,city,SC
Saudades,4217303,1717,17502.54842,2022-02-17,0.0099,17,9810.0,9745.0,True,595,city,SC
